20,3153.33
20.05,3253.33
20.1,3386.67
20.15,3186.67
20.2,3086.67
20.25,3173.33
20.3,3346.67
20.35,3240
20.4,3153.33
20.45,3066.67
20.5,3213.33
20.55,3346.67
20.6,3313.33
20.65,3413.33
20.7,2980
20.75,3213.33
20.8,3793.33
20.85,3386.67
20.9,3466.67
20.95,3240
21,3133.33
21.05,3600
21.1,3153.33
21.15,3153.33
21.2,3166.67
21.25,3440
21.3,3866.67
21.35,4960
21.4,6853.33
21.45,7700
21.5,6886.67
21.55,5046.67
21.6,4033.33
21.65,3386.67
21.7,3326.67
21.75,3026.67
21.8,3146.67
21.85,3086.67
21.9,3380
21.95,3273.33
22,3233.33
22.05,3320
22.1,2826.67
22.15,3013.33
22.2,2573.33
22.25,2773.33
22.3,2493.33
22.35,2693.33
22.4,2846.67
22.45,2660
22.5,2540
22.55,2653.33
22.6,2560
22.65,2860
22.7,2653.33
22.75,2933.33
22.8,2493.33
22.85,2780
22.9,2373.33
22.95,2460
23,2453.33
23.05,2360
23.1,2533.33
23.15,2393.33
23.2,2380
23.25,2413.33
23.3,2333.33
23.35,2386.67
23.4,2166.67
23.45,2500
23.5,2413.33
23.55,2513.33
23.6,2553.33
23.65,2626.67
23.7,2800
23.75,3466.67
23.8,3846.67
23.85,3573.33
23.9,3060
23.95,2593.33
24,2506.67
24.05,2400
24.1,2266.67
24.15,2360
24.2,2333.33
24.25,2266.67
24.3,2333.33
24.35,1980
24.4,2040
24.45,2066.67
24.5,2180
24.55,2140
24.6,2033.33
24.65,1900
24.7,2126.67
24.75,1973.33
24.8,1973.33
24.85,2000
24.9,1966.67
24.95,1960
25,1900
25.05,2006.67
25.1,1886.67
25.15,2053.33
25.2,1806.67
25.25,2393.33
25.3,2173.33
25.35,1906.67
25.4,1940
25.45,2026.67
25.5,2046.67
25.55,1793.33
25.6,1760
25.65,1926.67
25.7,1780
25.75,1860
25.8,1673.33
25.85,1773.33
25.9,1653.33
25.95,1666.67
26,1793.33
26.05,1666.67
26.1,1666.67
26.15,1666.67
26.2,1733.33
26.25,1686.67
26.3,1860
26.35,1586.67
26.4,1833.33
26.45,1666.67
26.5,2140
26.55,2466.67
26.6,2740
26.65,3106.67
26.7,2333.33
26.75,2206.67
26.8,1746.67
26.85,1720
26.9,1866.67
26.95,1626.67
27,1666.67
27.05,1560
27.1,1613.33
27.15,1500
27.2,1420
27.25,1413.33
27.3,1593.33
27.35,1646.67
27.4,1513.33
27.45,1580
27.5,1466.67
27.55,1646.67
27.6,1553.33
27.65,1680
27.7,1600
27.75,1653.33
27.8,1653.33
27.85,1766.67
27.9,1746.67
27.95,1713.33
28,1633.33
28.05,1586.67
28.1,1480
28.15,1273.33
28.2,1366.67
28.25,1393.33
28.3,1280
28.35,1346.67
28.4,1473.33
28.45,1313.33
28.5,1466.67
28.55,1320
28.6,1346.67
28.65,1440
28.7,1246.67
28.75,1366.67
28.8,1280
28.85,1120
28.9,1346.67
28.95,1233.33
29,1373.33
29.05,1373.33
29.1,1200
29.15,1193.33
29.2,1213.33
29.25,1100
29.3,1213.33
29.35,1360
29.4,1346.67
29.45,1380
29.5,1386.67
29.55,1233.33
29.6,1093.33
29.65,1093.33
29.7,1200
29.75,1173.33
29.8,1133.33
29.85,1133.33
29.9,1280
29.95,1333.33
30,1186.67
30.05,1193.33
30.1,1173.33
30.15,1033.33
30.2,980
30.25,1026.67
30.3,1193.33
30.35,1013.33
30.4,1040
30.45,993.333
30.5,1046.67
30.55,1020
30.6,1020
30.65,960
30.7,1073.33
30.75,1133.33
30.8,1093.33
30.85,1213.33
30.9,1073.33
30.95,853.333
31,973.333
31.05,1186.67
31.1,1160
31.15,940
31.2,1186.67
31.25,1060
31.3,1046.67
31.35,1200
31.4,913.333
31.45,1106.67
31.5,1053.33
31.55,933.333
31.6,926.667
31.65,826.667
31.7,840
31.75,926.667
31.8,933.333
31.85,866.667
31.9,900
31.95,833.333
32,926.667
32.05,913.333
32.1,813.333
32.15,880
32.2,726.667
32.25,813.333
32.3,1033.33
32.35,953.333
32.4,713.333
32.45,926.667
32.5,840
32.55,820
32.6,980
32.65,793.333
32.7,766.667
32.75,973.333
32.8,860
32.85,860
32.9,820
32.95,933.333
33,926.667
33.05,866.667
33.1,873.333
33.15,833.333
33.2,766.667
33.25,706.667
33.3,813.333
33.35,813.333
33.4,820
33.45,773.333
33.5,806.667
33.55,820
33.6,806.667
33.65,853.333
33.7,866.667
33.75,766.667
33.8,860
33.85,800
33.9,793.333
33.95,880
34,773.333
34.05,806.667
34.1,793.333
34.15,773.333
34.2,813.333
34.25,833.333
34.3,660
34.35,833.333
34.4,620
34.45,800
34.5,733.333
34.55,960
34.6,733.333
34.65,840
34.7,766.667
34.75,993.333
34.8,946.667
34.85,926.667
34.9,986.667
34.95,993.333
35,860
35.05,1020
35.1,993.333
35.15,1033.33
35.2,1093.33
35.25,933.333
35.3,1013.33
35.35,893.333
35.4,1020
35.45,933.333
35.5,980
35.55,1020
35.6,1106.67
35.65,1713.33
35.7,1453.33
35.75,1506.67
35.8,946.667
35.85,973.333
35.9,840
35.95,820
36,1020
36.05,946.667
36.1,926.667
36.15,880
36.2,1006.67
36.25,713.333
36.3,826.667
36.35,786.667
36.4,846.667
36.45,820
36.5,780
36.55,820
36.6,793.333
36.65,886.667
36.7,726.667
36.75,680
36.8,866.667
36.85,893.333
36.9,906.667
36.95,720
37,686.667
37.05,953.333
37.1,746.667
37.15,760
37.2,840
37.25,826.667
37.3,1093.33
37.35,760
37.4,653.333
37.45,733.333
37.5,773.333
